name,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,units
LNGME,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.650,7.650,7.750,7.686,7.622,8.362,9.082,9.212,9.252,9.042,8.622,8.352,8.242,8.262,8.292,8.302,8.562,9.182,9.482,$/mmbtu
LNGUSEC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.646,2.411,2.437,2.419,2.457,2.594,2.768,2.868,2.870,2.823,2.524,2.558,2.598,2.594,2.606,2.572,2.601,2.776,2.922,$/mmbtu
LNGMEXWC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.554,2.444,2.522,2.501,2.499,2.659,2.881,2.961,2.953,2.910,2.696,2.707,2.739,2.846,2.869,2.860,2.824,3.018,3.232,$/mmbtu
LNGNWEDES,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,6.228,6.250,6.231,6.260,6.540,6.994,7.250,7.380,7.420,7.210,6.790,6.529,6.410,6.430,6.460,6.470,6.713,7.350,7.650,$/mmbtu
LNGSWEDES,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,6.557,6.540,6.521,6.550,6.830,7.284,7.540,7.670,7.710,7.500,7.080,6.819,6.700,6.720,6.750,6.760,7.003,7.640,7.940,$/mmbtu
LNGEC2AP,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.646,2.411,2.437,2.419,2.457,2.594,2.768,2.868,2.870,2.823,2.524,2.558,2.598,2.594,2.606,2.572,2.601,2.776,2.922,$/mmbtu
LNGEMCAR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.554,2.444,2.522,2.501,2.499,2.659,2.881,2.961,2.953,2.910,2.696,2.707,2.739,2.846,2.869,2.860,2.824,3.018,3.232,$/mmbtu
HH3d,4.510,4.496,3.779,3.935,3.955,3.646,4.233,3.075,2.909,2.892,2.662,2.513,2.841,2.626,2.654,2.666,2.704,2.831,3.020,3.126,3.123,3.084,2.948,2.959,2.992,3.035,3.048,3.044,3.073,3.149,3.310,$/mmbtu
JKM_1H,12.525,10.941,10.720,13.391,14.285,11.345,9.945,9.738,6.860,7.540,7.135,7.210,7.570,7.550,7.850,7.950,8.000,8.730,9.460,9.590,9.630,9.420,9.000,8.730,8.620,8.640,8.670,8.680,8.940,9.560,9.860,$/mmbtu
JKM_2H,11.789,10.684,12.205,14.548,13.532,10.190,10.085,7.959,6.953,7.583,7.039,7.745,7.550,7.550,7.850,7.950,8.000,8.730,9.460,9.590,9.630,9.420,9.000,8.730,8.620,8.640,8.670,8.680,8.940,9.560,9.860,$/mmbtu
HH_PD_1H,4.586,4.210,3.861,3.906,3.911,3.972,3.625,3.030,2.688,2.898,2.601,2.803,2.622,2.626,2.654,2.666,2.704,2.831,3.020,3.126,3.123,3.084,2.948,2.959,2.992,3.035,3.048,3.044,3.073,3.149,3.310,$/mmbtu
HH_PD_2H,4.558,3.845,3.906,3.925,3.652,4.261,3.222,2.916,3.024,2.726,2.561,2.883,2.626,2.626,2.654,2.666,2.704,2.831,3.020,3.126,3.123,3.084,2.948,2.959,2.992,3.035,3.048,3.044,3.073,3.149,3.310,$/mmbtu
ALGQ_PD_1H,4.274,3.482,2.674,3.251,2.915,6.040,6.335,10.901,14.152,7.348,3.630,1.977,1.965,2.396,2.234,2.201,2.674,5.790,10.024,12.850,12.762,7.607,3.533,2.544,3.327,3.010,2.853,2.379,2.878,4.374,7.279,$/mmbtu
ALGQ_PD_2H,4.460,2.859,2.947,3.309,3.362,6.373,5.762,9.308,21.897,7.396,2.905,1.956,2.260,2.396,2.234,2.201,2.674,5.790,10.024,12.850,12.762,7.607,3.533,2.544,3.327,3.010,2.853,2.379,2.878,4.374,7.279,$/mmbtu
SOC_PD_1H,4.770,4.498,4.135,4.099,3.977,4.039,3.709,3.062,2.471,2.647,2.426,2.726,2.500,2.619,2.697,2.676,2.674,2.836,3.060,3.141,3.133,3.089,2.873,2.884,2.917,3.025,3.048,3.039,3.003,3.199,3.415,$/mmbtu
SOC_PD_2H,4.715,4.183,4.125,4.120,3.663,4.442,3.370,2.785,2.841,2.502,2.455,2.753,2.490,2.619,2.697,2.676,2.674,2.836,3.060,3.141,3.133,3.089,2.873,2.884,2.917,3.025,3.048,3.039,3.003,3.199,3.415,$/mmbtu
NBP_PD_1H,6.656,6.230,6.515,7.732,8.005,8.408,8.687,7.080,7.677,7.156,7.104,6.924,6.713,6.568,6.527,6.521,6.736,7.152,7.453,7.615,7.670,7.520,7.141,6.844,6.695,6.685,6.713,6.728,6.925,7.462,7.842,$/mmbtu
NBP_PD_2H,6.699,6.562,7.108,8.069,8.189,8.896,8.040,6.907,7.806,6.995,6.858,6.692,6.640,6.532,6.524,6.596,6.928,7.327,7.544,7.650,7.625,7.359,6.979,6.755,6.675,6.698,6.723,6.801,7.138,7.692,7.941,$/mmbtu
PEGS_PD_1H,8.893,9.010,7.613,10.181,9.994,8.181,8.526,7.496,7.783,7.246,7.054,6.978,6.807,6.710,6.715,6.736,6.869,7.081,7.278,7.362,7.366,7.281,7.146,7.002,6.851,6.818,6.845,6.898,7.169,7.382,7.588,$/mmbtu
PEGS_PD_2H,8.648,8.236,8.363,10.628,8.492,8.678,8.086,7.095,8.070,7.012,6.865,6.942,6.742,6.702,6.726,6.786,6.970,7.183,7.335,7.370,7.336,7.218,7.077,6.932,6.818,6.827,6.869,7.004,7.295,7.480,7.658,$/mmbtu
PEGN_PD_1H,7.247,6.766,6.652,7.897,8.104,8.164,8.542,7.024,7.764,7.140,7.026,6.858,6.738,6.695,6.700,6.721,6.854,7.066,7.263,7.347,7.351,7.266,7.131,6.987,6.836,6.802,6.830,6.883,7.154,7.367,7.573,$/mmbtu
PEGN_PD_2H,7.195,6.891,7.363,8.450,8.123,8.686,8.050,6.873,7.729,6.902,6.829,6.757,6.727,6.687,6.711,6.771,6.955,7.168,7.320,7.355,7.321,7.203,7.062,6.917,6.802,6.812,6.854,6.989,7.280,7.465,7.643,$/mmbtu
Zee_PD_1H,6.849,6.249,6.531,7.669,7.789,8.147,8.446,6.881,7.402,6.959,6.978,6.764,6.644,6.581,6.542,6.526,6.669,6.970,7.238,7.314,7.348,7.198,7.083,6.860,6.710,6.701,6.728,6.743,6.762,7.240,7.620,$/mmbtu
Zee_PD_2H,6.895,6.697,7.096,8.033,8.050,8.646,7.828,6.623,7.576,6.763,6.764,6.647,6.615,6.557,6.533,6.575,6.806,7.113,7.301,7.328,7.303,7.126,6.995,6.770,6.691,6.713,6.738,6.751,6.915,7.470,7.689,$/mmbtu
TTF_PD_1H,6.871,6.298,6.528,7.654,7.746,8.130,8.426,6.832,7.358,7.041,7.062,6.787,6.695,6.635,6.615,6.619,6.690,6.912,7.087,7.168,7.233,7.128,6.910,6.830,6.797,6.713,6.720,6.738,7.010,7.214,7.312,$/mmbtu
TTF_PD_2H,6.954,6.725,7.126,8.055,7.958,8.671,7.815,6.590,7.604,6.822,6.864,6.663,6.678,6.615,6.616,6.645,6.784,7.013,7.136,7.198,7.208,7.029,6.850,6.813,6.763,6.700,6.733,6.838,7.136,7.272,7.384,$/mmbtu
NGHH_JKM_1H_50pct,8.556,7.575,7.291,8.648,9.098,7.658,6.785,6.384,4.774,5.219,4.868,5.006,5.096,5.088,5.252,5.308,5.352,5.780,6.240,6.358,6.376,6.252,5.974,5.844,5.806,5.838,5.859,5.862,6.006,6.354,6.585,$/mmbtu
NGHH_JKM_2H_50pct,8.173,7.265,8.056,9.236,8.592,7.226,6.653,5.438,4.989,5.155,4.800,5.314,5.088,5.088,5.252,5.308,5.352,5.780,6.240,6.358,6.376,6.252,5.974,5.844,5.806,5.838,5.859,5.862,6.006,6.354,6.585,$/mmbtu
MaxRV_1H,12.525,10.941,10.720,13.391,14.285,11.345,9.945,10.901,14.152,7.540,7.135,7.210,7.570,7.550,7.850,7.950,8.000,8.730,10.024,12.850,12.762,9.420,9.000,8.730,8.620,8.640,8.670,8.680,8.940,9.560,9.860,$/mmbtu
MaxRV_2H,11.789,10.684,12.205,14.548,13.532,10.190,10.085,9.308,21.897,7.583,7.039,7.745,7.550,7.550,7.850,7.950,8.000,8.730,10.024,12.850,12.762,9.420,9.000,8.730,8.620,8.640,8.670,8.680,8.940,9.560,9.860,$/mmbtu
SEICm,3.792,3.757,3.273,3.352,3.159,3.159,3.608,2.508,2.508,2.085,1.821,1.751,2.032,1.935,1.935,1.985,1.983,1.983,2.323,2.394,2.387,2.348,2.158,2.158,2.197,2.292,2.312,2.304,2.304,2.445,2.635,$/mmbtu
BLNGmin,16.980,16.980,16.980,16.980,16.536,15.711,15.711,12.459,10.086,10.086,8.006,8.006,8.006,8.992,9.694,9.928,9.928,9.928,10.117,10.192,10.192,10.330,10.387,10.459,10.522,10.574,10.574,10.675,10.716,10.754,10.791,$/mmbtu
NLNG1,4.063,3.798,3.272,3.419,3.440,3.308,3.691,2.696,2.530,2.401,2.147,2.086,2.364,2.172,2.186,2.196,2.230,2.296,2.518,2.613,2.612,2.573,2.383,2.389,2.436,2.456,2.468,2.452,2.467,2.588,2.730,$/mmbtu
NLNG1A_Th,4.208,3.943,3.417,3.564,3.585,3.453,3.836,2.841,2.675,2.546,2.292,2.231,2.509,2.317,2.331,2.341,2.375,2.441,2.663,2.758,2.757,2.718,2.528,2.534,2.581,2.601,2.613,2.597,2.612,2.733,2.875,$/mmbtu
NLNG1C_Th,4.198,3.820,3.267,3.442,3.461,3.461,3.704,2.627,2.627,2.268,2.026,1.967,2.278,2.042,2.042,2.050,2.088,2.088,2.399,2.500,2.502,2.454,2.155,2.155,2.229,2.225,2.237,2.203,2.203,2.408,2.554,$/mmbtu
NLNG2_CP,3.926,3.740,3.237,3.363,3.386,3.169,3.640,2.711,2.436,2.460,2.202,2.139,2.393,2.232,2.256,2.266,2.298,2.406,2.567,2.657,2.655,2.621,2.506,2.515,2.543,2.580,2.591,2.587,2.612,2.677,2.814,$/mmbtu
NLNG2_Alt,3.862,3.656,3.100,3.240,3.265,3.024,3.545,2.518,2.214,2.240,1.955,1.886,2.166,1.988,2.015,2.026,2.062,2.181,2.359,2.458,2.456,2.419,2.291,2.301,2.332,2.373,2.385,2.381,2.409,2.480,2.631,$/mmbtu
NLNG2_Sp,,7.936,7.919,7.847,7.744,7.542,7.235,6.744,6.156,5.721,5.307,5.031,4.885,4.873,5.014,5.058,5.129,5.168,5.164,5.195,5.224,5.251,5.276,5.300,5.323,5.345,5.365,5.382,5.399,5.414,5.429,$/mmbtu
NLNG_UQT1,16.788,16.236,15.510,14.794,13.216,11.941,9.491,7.468,8.836,8.544,9.192,9.842,9.379,9.424,9.513,9.585,9.655,9.719,9.769,9.822,9.886,9.930,9.974,10.014,10.055,10.092,10.128,10.162,10.196,10.230,10.268,$/mmbtu
NLNG1_Sp,,7.336,7.319,7.247,7.144,6.942,6.635,6.144,5.556,5.121,4.707,4.431,4.285,4.273,4.414,4.458,4.529,4.568,4.564,4.595,4.624,4.651,4.676,4.700,4.723,4.745,4.765,4.782,4.799,4.814,4.829,$/mmbtu
NLNG_UQT3,,,,,,,,9.491,7.468,8.836,8.544,9.192,9.842,9.379,9.424,9.513,9.585,9.655,9.719,9.769,9.822,9.886,9.930,9.974,10.014,10.055,10.092,10.128,9.824,9.856,9.889,$/mmbtu
NLNG3_Sp,,8.536,8.519,8.447,8.344,8.142,7.835,7.344,6.756,6.321,5.907,5.631,5.485,5.473,5.614,5.658,5.729,5.768,5.764,5.795,5.824,5.851,5.876,5.900,5.923,5.945,5.965,5.982,5.999,6.014,6.029,$/mmbtu
NLNG_EU,9.826,10.073,9.742,9.306,8.876,7.930,7.165,5.695,4.481,5.302,5.127,5.515,5.905,5.627,5.654,5.708,5.751,5.793,5.831,5.861,5.893,5.931,5.958,5.984,6.009,6.033,6.055,6.077,5.420,5.438,5.456,$/mmbtu
NLNG_ME,10.918,11.192,10.824,10.340,9.863,8.811,7.961,6.327,4.979,5.891,5.696,6.128,6.561,6.253,6.282,6.342,6.390,6.437,6.479,6.512,6.548,6.590,6.620,6.649,6.676,6.703,6.728,6.752,6.098,6.117,6.138,$/mmbtu
Cove,4.563,4.186,3.634,3.808,3.827,3.827,4.069,2.995,2.995,2.637,2.395,2.337,2.646,2.411,2.411,2.419,2.457,2.457,2.767,2.868,2.870,2.823,2.523,2.523,2.598,2.594,2.606,2.572,2.572,2.776,2.922,$/mmbtu
GdL,4.514,4.115,3.516,3.695,3.745,3.745,4.005,2.898,2.898,2.579,2.319,2.239,2.529,2.335,2.335,2.375,2.413,2.413,2.728,2.834,2.831,2.792,2.657,2.657,2.701,2.743,2.756,2.752,2.752,2.857,3.018,$/mmbtu
TT23,2.758,3.213,3.067,3.157,3.636,3.435,2.992,3.028,3.247,2.766,2.796,2.914,2.902,3.500,3.316,3.224,3.375,3.080,3.080,3.080,3.026,3.026,3.026,3.026,3.026,3.026,3.026,3.026,3.026,3.026,3.026,$/mmbtu
Cat2Regas,0.587,0.582,0.571,0.574,0.574,0.569,0.580,0.561,0.554,0.555,0.549,0.547,0.553,0.549,0.550,0.550,0.551,0.553,0.557,0.562,0.562,0.561,0.559,0.559,0.559,0.560,0.561,0.560,0.561,0.563,0.566,$/mmbtu
LCshipcost,0.704,0.703,0.685,0.683,0.677,0.642,0.631,0.576,0.544,0.569,0.556,0.562,0.576,0.572,0.572,0.572,0.574,0.576,0.580,0.585,0.586,0.586,0.585,0.586,0.587,0.588,0.589,0.590,0.591,0.593,0.596,$/mmbtu
LC_USRef,3.228,3.015,2.452,2.600,2.633,2.417,2.971,1.952,1.668,1.671,1.385,1.308,1.586,1.405,1.432,1.443,1.480,1.601,1.783,1.879,1.875,1.837,1.705,1.715,1.746,1.787,1.798,1.794,1.821,1.894,2.048,$/mmbtu
ElbaShipRef,0.513,0.510,0.503,0.505,0.505,0.502,0.509,0.498,0.494,0.495,0.491,0.490,0.494,0.491,0.492,0.492,0.492,0.494,0.496,0.501,0.501,0.501,0.499,0.499,0.499,0.500,0.500,0.500,0.500,0.501,0.503,$/mmbtu
Spain_ShipCost,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,0.700,$/mmbtu
DESGN_HH,0.823,0.969,1.078,1.057,1.163,1.177,0.905,1.214,1.431,1.243,1.399,1.492,1.331,1.661,1.573,1.530,1.566,1.388,1.302,1.257,1.241,1.257,1.315,1.310,1.296,1.277,1.272,1.273,1.261,1.231,1.171,
GN_ME_Margin,0.000,0.113,0.284,0.251,0.420,0.441,0.010,0.499,0.845,0.544,0.792,0.940,0.684,1.210,1.070,1.002,1.059,0.776,0.638,0.570,0.544,0.569,0.661,0.653,0.630,0.601,0.592,0.595,0.576,0.528,0.434,$/mmbtu
T4Cat5_GN,3.409,3.450,3.121,3.232,3.512,3.246,3.165,2.672,2.557,2.354,2.132,2.116,2.362,2.451,2.404,2.378,2.475,2.455,2.593,2.661,2.632,2.607,2.515,2.523,2.546,2.575,2.584,2.581,2.600,2.649,2.744,$/mmbtu
DESBBE_HH,0.796,0.939,1.047,1.031,1.144,1.168,0.914,1.238,1.454,1.274,1.435,1.523,1.358,1.683,1.596,1.555,1.589,1.413,1.324,1.282,1.267,1.283,1.342,1.337,1.322,1.303,1.298,1.299,1.287,1.256,1.198,
BBE_ME_Margin,0.000,0.066,0.234,0.209,0.390,0.428,0.025,0.537,0.881,0.593,0.848,0.990,0.727,1.247,1.108,1.041,1.095,0.815,0.675,0.610,0.585,0.610,0.704,0.696,0.673,0.643,0.634,0.637,0.617,0.568,0.476,$/mmbtu
T4Cat5_BBE,3.409,3.367,3.053,3.169,3.466,3.228,3.190,2.710,2.586,2.394,2.167,2.144,2.396,2.474,2.429,2.404,2.500,2.485,2.625,2.699,2.671,2.645,2.552,2.560,2.583,2.613,2.621,2.619,2.638,2.687,2.789,$/mmbtu
DESCNPT_HH,0.873,0.797,0.738,0.633,0.661,0.639,1.460,1.644,1.719,1.920,0.811,0.756,0.709,0.719,0.721,0.678,0.716,0.727,1.530,2.415,2.212,1.180,0.843,0.843,0.782,0.820,0.775,0.681,0.684,0.987,1.335,
